Visit Frequency;Days Since Last Loyalty Program Interaction;Purchase Recency;Average Spend per Visit;Loyalty Points Earned (Last X Days);Loyalty Points Redeemed (Last X Days);Total Loyalty Points Balance;Most Purchased Product Category;Change in Product Category;Time of Visit (Peak/Off-Peak);Preferred Order Method;Change in Order Method;Number of Complaints (Last X Days);Sentiment of Last Review/Feedback;Special Event Engagement;Churn Label
8;6;8;57460;19;10;1146;Pastries;1;Morning;Dine-in;0;0;Negative;1;1
7;3;8;57460;452;244;1695;Coffee;0;Afternoon;Dine-in;1;0;Positive;0;0
16;11;11;57454;214;252;1923;Coffee;0;Afternoon;Delivery;0;0;Positive;1;0
8;5;0;57446;50;476;1393;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
5;9;0;57444;295;67;1605;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
6;3;0;57443;32;175;2659;Lunch;0;Morning;Dine-in;0;2;Neutral;1;0
8;20;6;57439;96;21;2782;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
9;62;1;57433;277;111;753;Pastries;0;Morning;Dine-in;0;0;Neutral;1;1
7;8;22;57420;181;434;332;Coffee;0;Evening;Dine-in;0;0;Positive;1;1
10;19;25;57405;228;92;1868;Coffee;0;Afternoon;Delivery;0;0;Negative;1;1
7;7;4;57403;216;344;1993;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
8;58;1;57382;233;470;374;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
12;24;0;57376;497;329;79;Coffee;1;Morning;Dine-in;0;0;Positive;1;0
9;6;14;57366;319;147;2830;Lunch;0;Morning;Dine-in;0;0;Positive;1;0
11;8;6;57363;93;41;816;Coffee;0;Evening;Delivery;0;3;Positive;1;0
3;23;9;57361;289;296;1595;Pastries;0;Afternoon;Takeaway;0;2;Neutral;1;1
10;99;2;57356;351;268;1129;Coffee;1;Morning;Dine-in;0;1;Negative;1;1
6;45;15;57346;479;285;2651;Coffee;0;Afternoon;Takeaway;0;0;Neutral;1;1
6;18;5;57343;411;285;2321;Lunch;0;Evening;Delivery;0;0;Positive;1;0
7;1;15;57332;312;110;2264;Lunch;0;Evening;Dine-in;1;0;Negative;1;1
10;14;3;57326;375;394;2836;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
7;17;3;57314;266;436;2437;Coffee;1;Afternoon;Takeaway;0;0;Positive;1;0
12;4;15;57302;323;265;1942;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
7;3;0;57296;337;175;1567;Coffee;0;Afternoon;Delivery;0;0;Positive;1;0
8;15;5;57288;375;13;814;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
3;2;5;57288;396;460;1295;Pastries;0;Afternoon;Takeaway;0;2;Positive;1;1
7;9;13;57284;16;158;1559;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
11;15;1;57259;364;5;2541;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
7;3;3;57247;90;434;2565;Coffee;1;Morning;Dine-in;0;0;Positive;1;0
10;8;7;57245;230;388;2036;Coffee;0;Afternoon;Dine-in;0;0;Negative;1;1
12;3;5;57243;406;36;1598;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
11;9;0;57234;175;18;1728;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
9;10;1;57226;404;472;301;Coffee;0;Morning;Dine-in;0;0;Positive;0;0
6;6;0;57224;65;373;2462;Coffee;0;Morning;Dine-in;0;0;Negative;1;0
10;17;11;57218;66;223;973;Coffee;0;Morning;Dine-in;0;1;Positive;1;0
8;36;3;57191;252;291;1041;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;1
8;59;4;57172;176;479;2415;Pastries;0;Morning;Takeaway;0;0;Neutral;0;1
1;5;1;57171;152;174;391;Lunch;0;Morning;Delivery;0;1;Positive;1;0
8;10;11;57166;154;479;2318;Coffee;0;Morning;Dine-in;0;0;Positive;0;0
12;9;12;57165;115;274;154;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
12;27;4;57162;55;210;847;Coffee;0;Evening;Delivery;0;0;Neutral;1;0
4;12;3;57161;101;356;870;Coffee;0;Afternoon;Takeaway;0;1;Neutral;1;1
7;23;1;57156;55;95;1157;Pastries;0;Morning;Dine-in;0;0;Neutral;1;0
10;18;15;57155;117;253;1239;Pastries;0;Afternoon;Delivery;0;1;Positive;1;0
5;10;8;57145;137;323;1907;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
11;3;27;57135;95;286;1834;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;1
11;6;12;57134;169;55;1975;Coffee;1;Morning;Dine-in;0;0;Negative;1;1
5;24;2;57132;378;248;158;Coffee;0;Evening;Delivery;0;2;Positive;1;0
8;38;7;57121;427;82;711;Coffee;0;Morning;Takeaway;0;0;Positive;1;1
10;8;8;57121;448;422;1123;Coffee;0;Morning;Dine-in;0;1;Positive;1;0
11;3;5;57117;266;26;817;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
15;7;11;57109;472;175;1027;Coffee;0;Morning;Delivery;0;0;Positive;1;0
6;25;8;57101;186;269;2992;Coffee;0;Evening;Takeaway;0;2;Negative;1;0
3;9;8;57101;32;299;1550;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
13;4;17;57097;72;34;1941;Coffee;0;Evening;Dine-in;0;0;Neutral;1;0
4;28;2;57090;245;111;569;Lunch;1;Morning;Dine-in;1;0;Neutral;1;1
6;30;1;57090;289;247;1758;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
6;14;9;57085;96;184;2712;Coffee;1;Evening;Delivery;0;0;Positive;1;0
5;2;30;57084;313;241;1187;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
11;33;0;57083;316;180;1009;Coffee;0;Afternoon;Takeaway;0;0;Neutral;1;1
3;14;13;57056;12;483;924;Pastries;0;Afternoon;Dine-in;0;0;Neutral;1;1
5;13;7;57047;6;280;1373;Coffee;0;Afternoon;Dine-in;0;0;Negative;1;0
12;16;25;57043;134;32;2969;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
10;23;12;57036;259;202;1768;Coffee;0;Afternoon;Dine-in;0;1;Negative;1;1
7;8;11;57034;408;413;2165;Coffee;1;Afternoon;Dine-in;0;0;Neutral;1;0
6;10;1;57031;489;257;100;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
9;0;0;57030;251;138;1488;Coffee;0;Morning;Takeaway;0;0;Neutral;1;0
6;1;7;57022;398;483;1202;Pastries;0;Evening;Takeaway;0;0;Positive;1;0
6;8;2;57022;422;39;2080;Coffee;1;Afternoon;Dine-in;0;0;Positive;1;1
7;1;0;57007;7;56;2801;Coffee;0;Evening;Takeaway;0;0;Neutral;0;1
7;27;7;57005;299;156;2300;Coffee;1;Afternoon;Dine-in;0;0;Positive;1;1
10;6;0;57004;76;393;2936;Pastries;0;Morning;Dine-in;0;0;Positive;0;0
6;30;6;56994;201;458;2602;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
7;4;0;56990;347;454;1259;Coffee;0;Morning;Delivery;0;0;Neutral;1;0
11;7;9;56971;218;39;2816;Coffee;0;Evening;Delivery;0;0;Positive;1;0
7;5;14;56953;127;260;2341;Pastries;0;Morning;Dine-in;0;0;Neutral;1;0
5;26;6;56949;459;312;2037;Coffee;0;Afternoon;Dine-in;0;0;Neutral;1;0
7;2;2;56948;333;389;1198;Coffee;0;Morning;Delivery;0;0;Positive;1;0
9;0;5;56941;351;499;1563;Pastries;0;Morning;Takeaway;1;0;Positive;1;1
5;7;16;56933;354;281;564;Pastries;0;Afternoon;Dine-in;1;0;Positive;1;0
7;16;15;56927;174;190;507;Pastries;0;Morning;Dine-in;0;0;Negative;1;0
3;18;2;56914;263;415;2885;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
7;3;3;56910;464;157;2197;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
6;36;1;56891;48;244;2730;Coffee;1;Morning;Dine-in;0;3;Positive;1;1
6;11;18;56882;204;157;2453;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
7;12;0;56864;489;185;581;Coffee;0;Afternoon;Takeaway;0;0;Positive;1;0
4;17;10;56864;488;147;2645;Coffee;0;Evening;Takeaway;0;0;Positive;1;1
9;0;3;56854;461;62;2956;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
6;7;11;56852;101;171;301;Coffee;0;Afternoon;Takeaway;0;0;Neutral;1;0
10;45;4;56837;430;295;2657;Coffee;1;Morning;Dine-in;0;0;Positive;1;1
7;30;11;56833;191;32;1546;Coffee;1;Morning;Dine-in;1;0;Neutral;1;0
8;2;24;56831;4;383;786;Coffee;0;Morning;Takeaway;0;0;Positive;1;1
4;13;7;56830;317;206;296;Coffee;0;Afternoon;Takeaway;0;0;Negative;1;1
6;0;6;56825;128;134;145;Pastries;0;Afternoon;Dine-in;0;0;Negative;1;0
12;5;6;56822;387;163;820;Pastries;0;Evening;Takeaway;0;0;Positive;0;0
9;18;9;56817;84;162;1905;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
9;15;21;56807;257;228;1091;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
9;8;5;56802;335;426;143;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
9;3;29;56797;44;0;2040;Pastries;0;Afternoon;Takeaway;0;0;Positive;1;1
3;2;18;56793;488;313;1178;Coffee;0;Afternoon;Dine-in;0;3;Neutral;1;1
9;6;16;56790;147;265;392;Coffee;0;Evening;Dine-in;0;0;Neutral;1;0
8;16;20;56787;390;266;1968;Coffee;0;Afternoon;Dine-in;0;0;Neutral;1;0
9;0;15;56776;407;440;2247;Lunch;1;Afternoon;Takeaway;0;1;Positive;0;1
9;17;24;56756;99;339;1838;Pastries;0;Morning;Takeaway;0;0;Positive;0;1
9;15;3;56752;451;183;504;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
5;11;1;56752;150;189;1324;Pastries;1;Evening;Delivery;0;0;Neutral;1;0
10;23;2;56750;439;145;2449;Pastries;0;Evening;Takeaway;0;0;Positive;0;1
10;10;33;56736;423;82;1044;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
10;11;5;56731;129;19;871;Coffee;0;Morning;Dine-in;0;0;Neutral;0;0
6;4;10;56707;465;303;2212;Coffee;1;Afternoon;Dine-in;0;0;Positive;1;0
9;34;6;56705;309;240;80;Pastries;0;Afternoon;Delivery;0;0;Neutral;1;0
8;2;19;56693;382;220;759;Lunch;0;Afternoon;Takeaway;0;1;Neutral;1;0
5;0;2;56689;90;146;10;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
8;13;29;56668;63;486;195;Pastries;0;Morning;Dine-in;0;0;Negative;1;1
8;12;13;56667;353;123;2167;Lunch;0;Evening;Dine-in;0;0;Positive;1;0
11;2;6;56654;444;215;335;Coffee;0;Evening;Dine-in;0;0;Negative;1;0
5;5;1;56646;397;384;259;Pastries;0;Evening;Dine-in;0;0;Neutral;1;0
10;21;11;56642;451;307;2592;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
10;22;13;56641;495;485;724;Pastries;0;Evening;Takeaway;1;0;Positive;1;0
8;26;22;56639;385;70;2455;Coffee;1;Afternoon;Delivery;0;1;Positive;1;1
9;19;9;56633;325;12;718;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
2;4;8;56630;470;421;1103;Coffee;0;Morning;Takeaway;0;0;Neutral;1;1
5;5;16;56621;154;190;1482;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
6;0;1;56617;74;476;922;Coffee;0;Afternoon;Takeaway;0;0;Positive;0;0
13;0;5;56612;325;150;182;Coffee;0;Morning;Takeaway;0;0;Neutral;1;0
5;15;1;56603;189;403;2818;Pastries;0;Morning;Delivery;0;0;Positive;1;0
6;15;4;56585;302;240;44;Coffee;0;Evening;Takeaway;0;0;Neutral;1;0
10;8;0;56570;405;84;756;Coffee;0;Morning;Dine-in;0;1;Neutral;1;0
13;5;38;56567;352;132;162;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
6;1;3;56567;236;92;2179;Coffee;0;Evening;Takeaway;0;0;Positive;1;0
8;4;0;56564;440;185;2116;Coffee;1;Morning;Takeaway;0;0;Positive;1;0
6;7;4;56548;337;362;1009;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
9;0;6;56544;392;174;1646;Coffee;1;Evening;Dine-in;0;0;Positive;1;1
7;23;1;56524;360;460;978;Lunch;1;Afternoon;Takeaway;0;0;Positive;1;1
10;10;12;56517;383;213;1513;Lunch;0;Morning;Takeaway;0;0;Neutral;1;0
6;48;9;56496;312;422;1145;Coffee;0;Afternoon;Dine-in;0;1;Positive;1;0
7;6;2;56494;236;14;1701;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
7;7;11;56490;105;131;2152;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
14;20;1;56487;359;226;185;Coffee;0;Morning;Dine-in;0;1;Negative;1;0
10;9;9;56487;66;403;861;Pastries;0;Evening;Dine-in;0;0;Neutral;1;0
2;12;11;56481;473;227;612;Coffee;0;Evening;Dine-in;0;0;Neutral;1;1
6;9;22;56475;14;289;209;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
7;2;10;56471;168;288;807;Pastries;0;Evening;Delivery;0;0;Positive;1;0
6;1;19;56463;449;258;443;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
10;0;3;56457;131;75;930;Pastries;0;Afternoon;Takeaway;0;0;Positive;1;0
9;0;12;56447;113;382;1199;Coffee;1;Morning;Delivery;0;0;Positive;1;0
9;43;1;56446;463;368;199;Coffee;0;Evening;Dine-in;0;0;Neutral;0;1
15;16;9;56419;462;434;1193;Pastries;0;Evening;Takeaway;0;1;Positive;1;0
7;2;0;56404;328;138;1651;Coffee;0;Afternoon;Dine-in;1;0;Positive;1;0
8;2;14;56399;470;164;2097;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
14;1;3;56388;236;200;1141;Coffee;0;Evening;Takeaway;0;0;Positive;1;0
11;29;0;56373;124;260;2126;Coffee;0;Afternoon;Dine-in;0;2;Positive;1;0
10;3;6;56368;199;357;2913;Lunch;0;Morning;Dine-in;0;3;Positive;1;0
3;5;0;56351;186;78;2337;Pastries;0;Afternoon;Delivery;0;0;Positive;1;1
11;9;8;56342;350;359;1073;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
14;64;0;56339;408;12;2451;Coffee;1;Evening;Dine-in;0;1;Positive;1;1
9;22;9;56329;48;300;298;Coffee;1;Afternoon;Dine-in;0;0;Positive;1;0
15;3;34;56326;425;349;2864;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
11;9;5;56324;490;71;1358;Coffee;0;Evening;Dine-in;1;0;Negative;1;0
10;7;8;56310;165;417;638;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
5;13;6;56304;236;270;1317;Coffee;0;Afternoon;Dine-in;0;1;Positive;1;0
12;6;6;56301;469;131;230;Lunch;0;Morning;Dine-in;0;0;Positive;1;0
9;34;18;56299;175;14;2024;Coffee;0;Evening;Takeaway;0;0;Neutral;1;0
9;44;6;56291;491;359;713;Coffee;0;Evening;Takeaway;0;1;Positive;1;1
9;5;5;56249;18;320;1421;Coffee;0;Evening;Takeaway;0;0;Positive;1;0
9;12;1;56246;122;484;2304;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
9;3;1;56240;425;143;26;Coffee;0;Morning;Takeaway;1;1;Positive;1;0
8;24;19;56237;88;407;1073;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
9;34;34;56219;154;264;2037;Coffee;0;Morning;Dine-in;0;0;Positive;1;1
14;14;6;56211;122;397;1082;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
5;18;5;56183;128;52;1166;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
9;1;6;56171;357;116;2888;Lunch;0;Afternoon;Dine-in;0;3;Neutral;1;0
4;35;0;56163;127;30;2294;Coffee;1;Afternoon;Dine-in;0;0;Positive;1;1
10;5;3;56142;450;323;803;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
7;17;1;56125;479;243;1768;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
8;15;21;56110;230;383;355;Coffee;0;Afternoon;Dine-in;1;1;Positive;1;1
16;9;0;56108;236;33;2717;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
9;14;0;56106;347;286;513;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
5;26;2;56106;299;416;2359;Coffee;1;Afternoon;Takeaway;0;0;Positive;1;0
10;3;4;56084;212;405;2390;Coffee;0;Evening;Takeaway;0;0;Neutral;1;0
4;5;46;56071;99;360;1518;Coffee;0;Morning;Delivery;1;0;Positive;1;1
6;0;0;56068;98;493;2440;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
2;21;1;56065;199;25;1689;Coffee;0;Afternoon;Takeaway;0;0;Positive;1;0
10;2;6;56060;330;463;310;Coffee;0;Morning;Dine-in;0;0;Negative;1;0
3;15;4;56051;130;119;2690;Pastries;0;Morning;Takeaway;1;0;Positive;1;1
7;28;1;56047;340;24;2549;Lunch;0;Morning;Dine-in;0;0;Negative;1;1
8;9;4;56027;266;180;2338;Coffee;0;Morning;Dine-in;1;0;Negative;0;1
7;4;5;56021;490;274;784;Pastries;0;Afternoon;Dine-in;0;0;Positive;0;1
9;6;16;56016;366;39;2983;Pastries;0;Afternoon;Delivery;0;0;Positive;1;0
3;11;5;56002;95;122;2944;Pastries;1;Afternoon;Takeaway;0;0;Positive;1;1
6;0;0;55997;137;468;899;Coffee;0;Morning;Dine-in;0;1;Neutral;1;0
11;1;3;55997;23;186;128;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
13;3;3;55974;367;353;539;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
6;21;5;55968;375;341;1244;Coffee;0;Morning;Dine-in;0;0;Positive;0;1
9;21;0;55959;250;22;2661;Coffee;1;Morning;Dine-in;1;0;Positive;1;0
7;24;7;55952;398;99;1199;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
8;26;6;55949;236;108;2721;Pastries;0;Morning;Dine-in;1;0;Positive;0;0
5;12;1;55948;148;319;2024;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
5;66;32;55944;153;111;2326;Coffee;0;Morning;Dine-in;0;0;Neutral;1;1
7;5;0;55943;202;127;569;Pastries;0;Evening;Takeaway;0;0;Positive;1;0
11;32;4;55920;376;6;2861;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
11;14;1;55919;70;18;1460;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
8;1;1;55917;480;450;308;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
14;12;6;55909;140;256;1180;Pastries;0;Afternoon;Dine-in;0;0;Positive;0;1
8;47;12;55900;149;220;1489;Coffee;0;Morning;Dine-in;0;0;Negative;1;1
8;17;6;55877;112;340;1661;Coffee;0;Afternoon;Takeaway;0;0;Positive;1;0
6;10;33;55872;118;46;2212;Lunch;0;Morning;Dine-in;0;0;Positive;1;1
6;13;1;55859;240;439;1368;Pastries;1;Evening;Dine-in;0;0;Neutral;1;0
11;0;34;55851;371;86;1369;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
7;57;9;55845;303;275;2900;Coffee;0;Afternoon;Takeaway;0;0;Positive;1;1
14;27;7;55831;229;183;1887;Lunch;1;Afternoon;Dine-in;0;0;Positive;1;0
8;0;5;55831;313;166;2477;Coffee;0;Afternoon;Takeaway;0;3;Positive;1;1
9;2;11;55825;176;139;2296;Pastries;0;Afternoon;Dine-in;1;0;Positive;1;0
4;9;0;55808;357;181;692;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
11;4;11;55806;482;66;913;Pastries;0;Morning;Dine-in;1;0;Positive;1;0
6;9;7;55782;37;211;999;Lunch;0;Evening;Dine-in;0;0;Positive;0;0
6;18;12;55771;161;48;1825;Coffee;0;Evening;Dine-in;0;2;Neutral;1;0
6;15;5;55755;473;257;2858;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
11;20;15;55729;219;36;2265;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
6;16;9;55720;247;120;602;Coffee;0;Evening;Delivery;0;0;Positive;1;0
3;2;11;55716;329;133;2972;Coffee;0;Morning;Dine-in;0;1;Positive;1;0
6;18;24;55715;201;295;1112;Lunch;0;Evening;Dine-in;0;0;Positive;1;0
3;4;0;55710;372;287;2912;Coffee;1;Morning;Takeaway;0;0;Positive;1;0
14;10;14;55701;439;433;2856;Coffee;0;Afternoon;Dine-in;0;0;Negative;0;0
9;13;0;55698;360;60;1999;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
3;3;2;55685;362;131;2709;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
3;16;9;55685;446;491;1085;Coffee;1;Morning;Takeaway;0;0;Positive;1;1
15;9;26;55682;143;331;2675;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
12;5;16;55672;115;410;2523;Coffee;0;Morning;Delivery;0;0;Positive;1;0
9;7;9;55666;99;51;1840;Pastries;0;Morning;Dine-in;0;0;Negative;1;1
6;38;31;55661;327;52;825;Coffee;0;Morning;Dine-in;0;0;Neutral;1;1
7;0;22;55653;214;275;271;Coffee;0;Afternoon;Dine-in;0;0;Neutral;1;0
14;35;6;55635;319;486;1498;Coffee;0;Morning;Takeaway;0;0;Positive;1;1
8;16;6;55630;430;83;932;Pastries;1;Morning;Dine-in;0;0;Positive;1;0
10;5;19;55624;299;152;2477;Coffee;0;Evening;Takeaway;0;0;Positive;1;0
10;1;7;55624;201;96;1250;Pastries;0;Morning;Takeaway;1;0;Positive;0;0
6;4;0;55619;493;374;2976;Coffee;0;Afternoon;Takeaway;0;1;Neutral;1;0
11;1;15;55614;30;159;57;Pastries;1;Morning;Dine-in;0;0;Positive;1;1
6;1;1;55611;227;136;2044;Pastries;0;Morning;Delivery;0;0;Neutral;1;0
12;17;8;55609;256;249;818;Coffee;0;Afternoon;Dine-in;0;1;Positive;0;1
12;0;10;55605;137;439;341;Coffee;1;Afternoon;Dine-in;0;0;Positive;1;0
8;2;1;55605;341;382;1942;Pastries;0;Morning;Dine-in;0;0;Neutral;1;0
7;74;0;55591;145;123;2246;Coffee;0;Morning;Takeaway;1;0;Positive;1;1
5;4;9;55589;7;315;1412;Pastries;0;Afternoon;Dine-in;0;0;Positive;0;0
7;5;10;55581;261;242;1391;Pastries;0;Morning;Dine-in;0;0;Negative;1;0
10;2;4;55565;494;214;1137;Pastries;0;Afternoon;Dine-in;0;2;Positive;1;1
9;0;21;55551;493;241;1807;Pastries;0;Morning;Dine-in;0;0;Neutral;1;1
9;21;33;55550;26;362;1246;Coffee;0;Evening;Takeaway;0;0;Positive;0;0
14;26;6;55544;343;285;2150;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
7;51;0;55544;23;31;335;Coffee;0;Afternoon;Delivery;0;2;Positive;1;1
6;3;8;55541;334;3;1759;Pastries;0;Evening;Takeaway;0;0;Positive;1;0
5;12;11;55519;81;380;503;Coffee;0;Morning;Takeaway;0;0;Neutral;1;0
9;3;23;55503;156;122;239;Coffee;0;Morning;Takeaway;0;0;Neutral;1;0
8;4;0;55473;260;119;2683;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
7;0;3;55445;77;400;2893;Lunch;0;Morning;Delivery;1;0;Positive;1;0
9;25;10;55444;349;6;2399;Lunch;0;Morning;Dine-in;0;0;Negative;1;0
6;28;1;55439;102;224;1475;Pastries;0;Morning;Takeaway;0;1;Positive;1;0
11;13;30;55433;223;492;401;Lunch;0;Morning;Dine-in;0;0;Negative;1;1
5;22;1;55414;411;417;2984;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
8;29;8;55404;65;437;2296;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
10;4;13;55396;317;298;1893;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
11;0;5;55395;338;107;1127;Lunch;0;Morning;Dine-in;0;0;Positive;1;0
9;14;22;55395;397;299;894;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
7;11;1;55383;128;166;2842;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
8;14;2;55381;150;300;1453;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
10;1;34;55380;453;96;2875;Coffee;0;Afternoon;Takeaway;0;1;Positive;1;1
5;2;36;55373;129;203;1022;Pastries;1;Afternoon;Dine-in;1;0;Positive;0;1
9;24;7;55373;176;442;2352;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
6;6;0;55338;279;290;2130;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
8;14;1;55329;250;454;1755;Pastries;0;Afternoon;Takeaway;1;0;Negative;1;1
9;16;19;55312;226;25;706;Coffee;0;Afternoon;Dine-in;0;0;Neutral;1;0
14;10;4;55312;294;452;184;Pastries;0;Morning;Takeaway;0;0;Neutral;1;0
14;3;2;55309;90;141;1478;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
8;62;5;55298;33;209;2256;Coffee;1;Morning;Takeaway;0;0;Positive;0;1
9;3;9;55294;398;487;682;Pastries;0;Evening;Takeaway;0;0;Positive;1;0
6;4;2;55284;243;122;137;Pastries;0;Evening;Takeaway;1;0;Negative;0;0
9;2;11;55283;345;459;270;Coffee;1;Morning;Delivery;0;0;Positive;1;0
9;14;25;55277;153;98;1462;Coffee;0;Evening;Takeaway;0;0;Neutral;1;1
6;3;0;55270;474;345;1745;Coffee;0;Evening;Dine-in;1;0;Positive;1;0
11;35;3;55267;484;196;470;Coffee;1;Afternoon;Dine-in;1;0;Positive;1;0
9;32;1;55264;367;43;1083;Pastries;0;Morning;Dine-in;0;0;Positive;1;1
7;0;9;55262;426;14;1341;Coffee;0;Afternoon;Dine-in;1;0;Positive;1;1
8;23;8;55258;367;361;1383;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
4;14;2;55249;376;125;2310;Pastries;0;Afternoon;Takeaway;0;0;Positive;1;1
8;4;26;55249;267;378;2710;Coffee;0;Evening;Delivery;1;0;Positive;1;0
5;1;22;55216;289;435;1038;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
9;2;2;55215;387;156;168;Lunch;0;Afternoon;Dine-in;0;0;Positive;1;0
11;8;9;55215;368;236;687;Coffee;0;Morning;Delivery;0;0;Positive;1;0
7;18;6;55213;379;17;2304;Coffee;1;Evening;Dine-in;0;1;Positive;1;0
7;6;16;55212;3;26;1590;Pastries;0;Afternoon;Delivery;0;0;Positive;0;1
13;13;6;55200;165;426;859;Lunch;0;Morning;Takeaway;0;0;Positive;1;0
9;1;2;55152;134;325;2968;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
5;5;9;55144;436;377;1602;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
12;3;11;55133;89;191;2269;Pastries;1;Morning;Dine-in;0;3;Positive;1;0
8;11;0;55127;318;104;1208;Coffee;0;Afternoon;Dine-in;0;1;Positive;1;0
10;8;12;55115;90;87;1444;Lunch;0;Morning;Takeaway;0;0;Neutral;1;0
5;23;1;55090;171;190;1221;Coffee;0;Afternoon;Takeaway;0;3;Neutral;1;0
7;4;4;55088;233;497;1628;Pastries;0;Morning;Delivery;1;0;Positive;1;0
6;1;24;55087;299;320;390;Pastries;0;Afternoon;Delivery;0;0;Neutral;1;1
3;23;33;55078;390;11;683;Coffee;0;Morning;Takeaway;0;0;Positive;0;1
6;0;1;55075;447;392;2466;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
8;16;6;55068;82;58;531;Coffee;0;Morning;Dine-in;0;0;Positive;0;0
9;65;14;55062;307;16;1757;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
